# Program:featureCounts v2.0.1; Command:"featureCounts" "--verbose" "-a" "./PROKKA_06012021.gtf" "-t" "CDS" "-o" "final_featureCounts.txt" "./sorted_bam/AA24-1.sorted.bam" "./sorted_bam/AA24-2.sorted.bam" "./sorted_bam/AA24-3.sorted.bam" "./sorted_bam/AA3-1.sorted.bam" "./sorted_bam/AA3-2.sorted.bam" "./sorted_bam/AA3-3.sorted.bam" "./sorted_bam/AA72-1.sorted.bam" "./sorted_bam/AA72-2.sorted.bam" "./sorted_bam/AA72-3.sorted.bam" "./sorted_bam/AAF24-1.sorted.bam" "./sorted_bam/AAF24-2.sorted.bam" "./sorted_bam/AAF24-3.sorted.bam" "./sorted_bam/AAF3-1.sorted.bam" "./sorted_bam/AAF3-2.sorted.bam" "./sorted_bam/AAF3-3.sorted.bam" "./sorted_bam/AAF72-1.sorted.bam" "./sorted_bam/AAF72-2.sorted.bam" "./sorted_bam/AAF72-3.sorted.bam" "./sorted_bam/ABBL18TSB.sorted.bam" "./sorted_bam/ABGA24-1.sorted.bam" "./sorted_bam/ABGA24-2.sorted.bam" "./sorted_bam/ABGA24-3.sorted.bam" "./sorted_bam/ABGA3-1.sorted.bam" "./sorted_bam/ABGA3-2.sorted.bam" "./sorted_bam/ABGA3-3.sorted.bam" "./sorted_bam/ABGA72-1.sorted.bam" "./sorted_bam/ABGA72-2.sorted.bam" "./sorted_bam/ABGA72-3.sorted.bam" "./sorted_bam/ABGW24-1.sorted.bam" "./sorted_bam/ABGW24-2.sorted.bam" "./sorted_bam/ABGW24-3.sorted.bam" "./sorted_bam/ABGW3-1.sorted.bam" "./sorted_bam/ABGW3-2.sorted.bam" "./sorted_bam/ABGW3-3.sorted.bam" "./sorted_bam/ABGW72-1.sorted.bam" "./sorted_bam/ABGW72-2.sorted.bam" "./sorted_bam/ABGW72-3.sorted.bam" "./sorted_bam/AVEG24-1.sorted.bam" "./sorted_bam/AVEG24-2.sorted.bam" "./sorted_bam/AVEG24-3.sorted.bam" "./sorted_bam/AVEG3-1.sorted.bam" "./sorted_bam/AVEG3-2.sorted.bam" "./sorted_bam/AVEG3-3.sorted.bam" "./sorted_bam/AVEG72-1.sorted.bam" "./sorted_bam/AVEG72-2.sorted.bam" "./sorted_bam/AVEG72-3.sorted.bam" "./sorted_bam/AW24-1.sorted.bam" "./sorted_bam/AW24-2.sorted.bam" "./sorted_bam/AW24-3.sorted.bam" "./sorted_bam/AW3-1.sorted.bam" "./sorted_bam/AW3-2.sorted.bam" "./sorted_bam/AW3-3.sorted.bam" "./sorted_bam/AW72-1.sorted.bam" "./sorted_bam/AW72-2.sorted.bam" "./sorted_bam/AW72-3.sorted.bam" "-F" "GTF" "-g" "gene_id" 
Geneid	Chr	Start	End	Strand	Length	./sorted_bam/AA24-1.sorted.bam	./sorted_bam/AA24-2.sorted.bam	./sorted_bam/AA24-3.sorted.bam	./sorted_bam/AA3-1.sorted.bam	./sorted_bam/AA3-2.sorted.bam	./sorted_bam/AA3-3.sorted.bam	./sorted_bam/AA72-1.sorted.bam	./sorted_bam/AA72-2.sorted.bam	./sorted_bam/AA72-3.sorted.bam	./sorted_bam/AAF24-1.sorted.bam	./sorted_bam/AAF24-2.sorted.bam	./sorted_bam/AAF24-3.sorted.bam	./sorted_bam/AAF3-1.sorted.bam	./sorted_bam/AAF3-2.sorted.bam	./sorted_bam/AAF3-3.sorted.bam	./sorted_bam/AAF72-1.sorted.bam	./sorted_bam/AAF72-2.sorted.bam	./sorted_bam/AAF72-3.sorted.bam	./sorted_bam/ABBL18TSB.sorted.bam	./sorted_bam/ABGA24-1.sorted.bam	./sorted_bam/ABGA24-2.sorted.bam	./sorted_bam/ABGA24-3.sorted.bam	./sorted_bam/ABGA3-1.sorted.bam	./sorted_bam/ABGA3-2.sorted.bam	./sorted_bam/ABGA3-3.sorted.bam	./sorted_bam/ABGA72-1.sorted.bam	./sorted_bam/ABGA72-2.sorted.bam	./sorted_bam/ABGA72-3.sorted.bam	./sorted_bam/ABGW24-1.sorted.bam	./sorted_bam/ABGW24-2.sorted.bam	./sorted_bam/ABGW24-3.sorted.bam	./sorted_bam/ABGW3-1.sorted.bam	./sorted_bam/ABGW3-2.sorted.bam	./sorted_bam/ABGW3-3.sorted.bam	./sorted_bam/ABGW72-1.sorted.bam	./sorted_bam/ABGW72-2.sorted.bam	./sorted_bam/ABGW72-3.sorted.bam	./sorted_bam/AVEG24-1.sorted.bam	./sorted_bam/AVEG24-2.sorted.bam	./sorted_bam/AVEG24-3.sorted.bam	./sorted_bam/AVEG3-1.sorted.bam	./sorted_bam/AVEG3-2.sorted.bam	./sorted_bam/AVEG3-3.sorted.bam	./sorted_bam/AVEG72-1.sorted.bam	./sorted_bam/AVEG72-2.sorted.bam	./sorted_bam/AVEG72-3.sorted.bam	./sorted_bam/AW24-1.sorted.bam	./sorted_bam/AW24-2.sorted.bam	./sorted_bam/AW24-3.sorted.bam	./sorted_bam/AW3-1.sorted.bam	./sorted_bam/AW3-2.sorted.bam	./sorted_bam/AW3-3.sorted.bam	./sorted_bam/AW72-1.sorted.bam	./sorted_bam/AW72-2.sorted.bam	./sorted_bam/AW72-3.sorted.bam
LJGBIDFA_01601	NODE_9_length_149361_cov_52.902140	102890	103366	-	477	245	544	490	521	544	552	361	406	581	1189	458	714	763	2549	3300	2464	3032	3409	1157	446	1243	930	1080	1556	583	1095	1345	1983	557	323	484	621	2064	1017	1129	1874	492	745	306	227	422	293	234	340	333	1119	1548	535	633	698	537	645	1852	1555	712
LJGBIDFA_01602	NODE_9_length_149361_cov_52.902140	103400	104521	-	1122	888	2745	2430	2496	2203	2124	1421	1976	2381	5532	1989	2828	2792	10506	12349	11260	12791	14884	4723	1827	5227	4118	4569	5539	2861	5870	6769	11029	2446	2151	1945	2910	8238	3987	4718	7794	2486	3510	1767	1577	1676	1713	1204	1616	1347	4041	5193	1983	2499	4228	3446	4132	10430	7669	3298
LJGBIDFA_01603	NODE_9_length_149361_cov_52.902140	104521	105234	-	714	1212	2626	2823	2472	1981	2849	1791	2112	3168	7854	1711	5202	3246	9587	12108	10703	11516	12176	3450	1744	4997	4103	4480	6912	2674	5807	5901	9012	2936	2143	2680	3162	6786	4166	4998	7492	2234	2399	1268	1120	1308	1141	733	1103	1321	3202	6643	2627	2393	4028	3126	3772	6507	5696	2884
LJGBIDFA_01604	NODE_9_length_149361_cov_52.902140	105285	105881	-	597	589	1883	1161	1564	1517	1328	755	1195	1232	4997	1668	2936	2318	5138	5815	6798	6338	7494	1555	1836	2909	3052	3078	3136	2586	4424	4819	7435	3131	2873	2785	2242	4007	3272	3495	5770	3142	1765	1498	1539	1688	1409	798	745	1287	1535	3395	1965	3693	5064	5028	4514	6177	5734	2313
LJGBIDFA_01605	NODE_9_length_149361_cov_52.902140	106111	107070	-	960	45	110	126	123	135	227	61	55	99	617	85	473	316	468	565	567	513	620	528	96	240	268	318	306	187	296	343	406	221	110	290	285	325	365	177	320	228	120	119	40	92	131	105	89	52	170	830	235	287	327	231	400	177	126	229
LJGBIDFA_01606	NODE_9_length_149361_cov_52.902140	107070	107771	-	702	39	117	140	113	128	150	98	48	122	491	99	425	313	466	508	506	464	576	367	112	294	240	275	320	184	225	272	459	168	112	256	255	347	370	159	232	225	108	88	40	89	98	57	42	59	155	496	144	175	287	159	216	128	108	116
LJGBIDFA_01607	NODE_9_length_149361_cov_52.902140	107771	108151	-	381	29	44	59	59	97	91	21	43	66	201	31	160	148	164	212	229	255	228	138	31	92	129	135	144	48	105	131	180	78	98	110	92	207	152	79	134	72	44	31	19	55	69	38	21	27	59	221	104	156	197	161	157	81	45	111
LJGBIDFA_01608	NODE_9_length_149361_cov_52.902140	108141	108695	-	555	80	260	199	178	184	149	129	159	114	570	154	330	205	791	777	1103	862	1115	237	133	445	389	374	359	338	545	549	843	308	536	299	379	553	359	281	621	219	266	160	146	92	81	92	128	96	255	716	279	450	407	251	371	358	200	440
LJGBIDFA_01609	NODE_9_length_149361_cov_52.902140	108705	109313	-	609	330	1066	1035	1021	948	1212	487	614	1097	3977	723	2597	1524	3390	3742	4354	4095	4671	1650	670	2300	2088	2304	2276	1580	2502	2601	3667	1547	1214	1749	1809	2851	2011	1932	2739	1398	1040	569	454	702	615	408	403	473	1210	2856	960	1662	1968	1470	1748	1249	809	1308
LJGBIDFA_01610	NODE_9_length_149361_cov_52.902140	109351	110124	-	774	450	1274	1175	1381	1157	1368	979	878	1312	4112	869	2708	1744	3661	3970	4493	4049	4695	1764	1038	2397	2764	2328	2592	2292	2806	2881	3468	2038	1432	2236	2353	2607	2958	2113	2679	1966	1019	650	631	809	826	457	613	699	1176	2793	961	1443	2125	1691	1900	1014	863	1220
LJGBIDFA_01611	NODE_9_length_149361_cov_52.902140	110142	110483	-	342	20	112	73	93	113	111	61	65	76	540	61	405	221	514	665	508	681	686	546	71	337	310	304	395	209	293	246	369	297	163	281	236	332	363	444	384	197	88	51	27	82	100	39	103	45	124	520	170	205	247	211	248	127	115	238
LJGBIDFA_01612	NODE_9_length_149361_cov_52.902140	110495	111475	-	981	95	289	289	251	222	312	177	147	292	1409	384	1056	500	1260	1757	1760	1754	1918	1072	400	709	464	675	732	310	643	847	1249	420	221	589	440	870	670	454	747	367	543	352	279	244	270	213	385	341	743	1847	619	929	820	389	637	438	432	761
LJGBIDFA_01613	NODE_9_length_149361_cov_52.902140	111487	112248	-	762	302	552	634	624	519	612	453	509	678	1191	742	958	1100	1510	1602	1417	1682	2091	1691	840	1230	944	1264	1162	393	891	1057	1465	662	321	724	737	1045	988	554	911	589	1019	699	501	562	525	319	533	617	1131	2087	854	1158	1279	969	1241	680	538	767
LJGBIDFA_01614	NODE_9_length_149361_cov_52.902140	112258	113268	-	1011	271	592	672	539	447	562	353	554	566	1357	1064	586	894	1793	2108	1918	2315	2852	1650	649	1504	1116	1299	1325	578	1268	1585	2074	624	245	516	580	1175	874	797	1084	505	1617	989	850	644	623	480	733	742	1417	2026	663	1121	985	581	924	769	480	925
LJGBIDFA_01615	NODE_9_length_149361_cov_52.902140	113271	114998	-	1728	2271	4936	4823	3814	2994	3470	2977	4227	4594	9125	6360	5560	5637	9848	11343	10620	12203	15014	8944	4697	9433	7550	8463	8771	5699	8197	10384	12531	4428	3534	4700	6180	8348	6706	5973	8852	5254	6977	4647	4310	3173	3550	2367	3776	4480	7081	5325	1487	3140	4224	2880	3642	2294	1525	2476
LJGBIDFA_01616	NODE_9_length_149361_cov_52.902140	114995	115423	-	429	87	184	225	153	173	164	82	176	194	641	323	307	301	676	965	942	956	1139	838	215	601	458	601	568	307	594	708	1087	393	386	483	400	653	606	268	623	427	490	322	188	196	268	151	342	272	558	484	210	255	279	221	228	259	124	335
LJGBIDFA_01617	NODE_9_length_149361_cov_52.902140	115439	116074	-	636	1035	1714	1484	3226	3145	5492	849	1092	1631	3426	1896	4112	7290	3271	2741	2759	2526	2718	1426	1658	2049	2454	3376	3013	1445	2269	2021	2192	4214	1468	3833	3965	2568	6011	1960	2571	2794	981	637	710	1389	878	501	655	891	1000	1711	730	780	2360	1984	1479	478	551	606
LJGBIDFA_01618	NODE_9_length_149361_cov_52.902140	116124	117011	-	888	277	837	811	663	603	834	438	541	813	3044	730	1845	965	3005	3661	3678	3557	4214	2079	753	1999	1474	1901	1923	1157	1891	2151	2984	993	700	1571	1451	2101	1703	1219	1982	1166	937	633	535	576	551	355	396	487	1268	1765	508	835	1010	736	877	647	686	723
LJGBIDFA_01619	NODE_9_length_149361_cov_52.902140	117008	117790	-	783	368	1225	1178	1049	738	1092	518	811	975	3680	698	1673	1323	4540	4509	4897	4804	5937	1873	616	2841	2427	2467	2971	2528	3050	2883	3722	1175	859	1343	1652	2848	1815	1675	2649	1208	1225	620	415	507	607	344	504	406	1484	1487	518	809	1289	739	975	464	363	460
LJGBIDFA_01620	NODE_9_length_149361_cov_52.902140	117812	118444	-	633	211	510	511	680	624	578	388	386	474	1916	295	1142	744	2335	2274	2874	2484	2989	1382	338	1608	1431	1510	1686	1453	1881	1669	2244	723	670	739	1203	1808	1141	940	1739	745	886	402	236	460	415	260	362	315	851	888	326	518	905	712	692	337	296	337
LJGBIDFA_01621	NODE_9_length_149361_cov_52.902140	118532	119221	-	690	247	682	586	540	519	572	467	546	619	1394	452	754	738	1686	2164	1815	2290	2757	2064	523	1399	930	1173	1141	745	1050	1350	1674	463	368	514	687	1494	898	751	1626	536	751	360	367	439	490	301	361	371	971	1300	500	695	690	466	559	483	548	597
LJGBIDFA_01622	NODE_9_length_149361_cov_52.902140	119221	120234	-	1014	173	761	513	853	916	657	281	354	534	2270	441	1466	1078	2255	2320	2351	2405	3121	2421	735	1650	1682	1842	1457	1231	1732	2008	2620	1226	893	1507	1398	2442	2142	1466	1990	1703	1113	605	313	871	761	480	458	372	975	1422	481	836	1144	904	1039	846	530	836
LJGBIDFA_01623	NODE_9_length_149361_cov_52.902140	120355	122793	+	2439	1518	3012	2966	3928	4474	4457	1631	2381	2966	5923	2693	4439	9919	8218	6134	5462	6166	7710	15354	2747	6490	4534	9067	6140	2994	4350	5004	5414	3402	1493	3584	4590	6680	5771	3107	5243	3208	3445	2202	1717	3438	3158	2014	1994	2140	3963	3736	1546	1799	4599	4732	4468	1803	1503	1613
LJGBIDFA_01624	NODE_9_length_149361_cov_52.902140	122793	124103	+	1311	1295	3061	2594	4374	3708	4678	1331	1956	2511	5052	4374	3686	9765	5657	3909	4455	3788	4741	9601	4259	4419	4517	7244	4429	2076	3643	4693	4224	4153	1882	4198	4683	4330	6357	2582	3712	3769	2958	2539	2351	3442	2747	1725	1853	2129	3180	2150	964	1306	3889	4152	4207	1960	1561	816
LJGBIDFA_01625	NODE_9_length_149361_cov_52.902140	124222	125259	-	1038	2138	4474	3053	4120	4807	3410	2191	3844	3637	2649	5520	1573	6445	6021	4109	3879	4917	7237	13174	6554	5856	5055	9432	4731	2424	5306	6574	5623	3350	2594	2152	3873	8486	5865	5533	7163	3557	5436	4890	4809	5215	5068	3140	2990	4198	5245	2780	1460	2118	4861	5416	4726	5727	5114	2289
LJGBIDFA_01626	NODE_9_length_149361_cov_52.902140	125381	125623	-	243	26	83	75	107	56	94	55	59	65	317	107	147	148	437	599	313	557	960	369	124	235	192	445	364	319	388	533	454	148	181	84	157	264	249	221	373	145	49	44	43	45	54	15	20	50	46	106	37	62	114	131	109	31	23	24
LJGBIDFA_01627	NODE_9_length_149361_cov_52.902140	125748	126935	-	1188	751	2035	1265	1543	1607	1260	1031	1507	1192	1636	2209	960	2310	3257	3082	3123	3321	4546	6180	2128	2329	2016	3055	2510	1623	2709	2826	3564	1137	1439	985	1778	2913	2513	2242	3049	1189	1458	1133	1133	1371	1167	855	822	898	1279	2861	1276	2022	2139	1621	1862	1706	1132	1581
LJGBIDFA_01628	NODE_9_length_149361_cov_52.902140	127074	127457	+	384	206	695	501	613	726	732	325	411	407	1315	404	474	982	2112	1817	2012	2202	2752	761	389	1140	1069	1210	1084	885	1364	1528	1694	802	445	922	971	1180	1345	748	1000	704	518	382	399	540	441	237	312	305	530	1633	635	1156	1486	1199	1229	744	445	707
LJGBIDFA_01629	NODE_9_length_149361_cov_52.902140	127457	128050	+	594	262	511	606	485	395	395	366	375	441	1486	498	899	542	2064	1904	2396	2506	2689	665	450	1244	1135	1084	1282	806	1385	1587	2153	844	427	737	1032	1065	1151	700	972	714	755	503	514	487	424	251	396	374	726	1334	428	745	769	443	620	461	363	756
LJGBIDFA_01630	NODE_9_length_149361_cov_52.902140	128081	129244	+	1164	232	310	450	362	437	301	256	278	491	998	564	598	688	1844	2236	1734	2101	2470	2798	511	1138	789	1123	1033	450	822	1145	1590	353	308	335	530	1014	782	531	917	321	712	641	524	510	547	395	314	533	895	2756	1175	2191	1037	490	1009	1163	781	1675
LJGBIDFA_01631	NODE_9_length_149361_cov_52.902140	129582	130148	+	567	74	314	227	464	396	363	78	120	177	1667	277	1616	912	1183	1215	1540	1162	1333	4128	372	557	805	839	948	331	736	761	974	1002	459	1867	1056	1420	1533	545	956	946	329	248	184	538	503	273	198	182	360	1848	628	672	901	616	576	723	508	711
LJGBIDFA_01632	NODE_9_length_149361_cov_52.902140	130623	130931	+	309	30	108	172	136	69	134	84	48	129	805	45	710	244	578	538	748	519	535	291	71	215	296	229	296	178	336	341	429	346	122	512	386	275	458	257	254	224	117	66	18	60	74	43	60	26	91	947	392	336	577	469	484	217	183	242
LJGBIDFA_01633	NODE_9_length_149361_cov_52.902140	131355	132557	+	1203	328	1068	1075	1285	1051	1262	502	661	1107	2262	560	1512	1574	2900	3047	3128	3211	3803	4162	544	2099	1753	2320	2092	1071	1952	2096	2808	1341	837	1535	1787	2398	2373	1162	2257	1309	1040	658	498	958	1013	610	529	523	1196	5112	1801	2373	2502	1553	2004	1768	1236	1791
LJGBIDFA_01634	NODE_9_length_149361_cov_52.902140	132563	133243	+	681	128	225	256	215	231	230	121	271	208	588	176	336	360	1077	1072	980	1154	1392	1067	197	582	399	511	493	244	496	615	942	348	248	438	289	725	526	289	590	278	319	218	186	281	267	149	141	202	358	681	203	292	517	397	450	680	408	400
LJGBIDFA_01635	NODE_9_length_149361_cov_52.902140	133247	133783	+	537	64	160	137	242	192	161	28	136	113	610	112	351	262	898	984	1106	1128	1355	1213	144	507	327	480	512	304	419	661	980	309	134	383	311	679	579	597	669	356	204	142	130	175	135	136	138	111	216	876	232	408	503	276	307	312	366	416
LJGBIDFA_01636	NODE_9_length_149361_cov_52.902140	134158	136005	+	1848	975	1899	2327	2123	1688	2230	1248	1832	2467	5486	2349	3194	3345	7136	7096	7887	7858	8690	6292	1982	5647	5067	5195	5317	3874	5756	5997	7069	3298	2278	2690	4198	5157	4125	3107	4736	3193	2748	2107	1854	2208	1934	1241	1254	1929	3190	7417	2274	3219	4225	3096	3958	2293	1846	3059
LJGBIDFA_01637	NODE_9_length_149361_cov_52.902140	136005	136445	+	441	245	480	648	510	481	676	330	321	499	1362	595	1015	1320	1808	2028	1913	1806	2118	1649	486	1338	1219	1226	1265	886	1257	1276	1695	745	396	723	840	1385	1035	726	1126	649	707	490	369	467	469	242	298	531	967	1647	535	704	838	571	908	653	483	764
LJGBIDFA_01638	NODE_9_length_149361_cov_52.902140	136554	137579	+	1026	351	1137	1280	1272	1256	1538	705	728	1451	4457	764	3097	2812	5197	6090	5183	6016	6359	1914	906	3404	3047	3087	3469	1902	3123	3417	4521	1694	1517	1856	2260	3432	2480	1778	2768	1603	1527	708	385	812	727	534	775	581	2102	3630	1275	1512	1968	1739	1835	1550	1050	1831
LJGBIDFA_01639	NODE_9_length_149361_cov_52.902140	137618	137992	+	375	169	298	271	320	407	403	176	243	331	990	270	578	776	1258	1221	1119	1010	1309	1000	248	784	621	958	944	718	761	769	926	354	200	375	554	781	663	503	699	247	356	208	88	190	209	147	193	140	418	980	443	333	448	316	420	261	248	322
LJGBIDFA_01640	NODE_9_length_149361_cov_52.902140	138095	138793	+	699	269	465	567	337	334	418	281	453	590	816	403	672	827	1259	1401	1088	1280	1537	914	315	760	527	805	596	256	561	866	1089	465	199	472	443	994	762	338	741	347	383	285	306	305	333	166	210	316	490	2587	922	1193	1467	956	934	771	662	1292
LJGBIDFA_01641	NODE_9_length_149361_cov_52.902140	139200	140690	+	1491	965	2510	1955	2511	2391	2524	1118	1914	1850	2913	2666	1644	4921	3911	3357	3462	3711	4436	9030	2113	2729	2442	3122	2376	1787	2397	2614	3032	1920	891	2172	2116	3041	3323	1822	2769	2122	3458	2636	1825	2209	2708	1719	2578	1773	3725	2230	1099	1528	2541	2713	2706	2524	1805	1472
LJGBIDFA_01642	NODE_9_length_149361_cov_52.902140	140724	141212	-	489	38	119	135	108	132	172	63	87	187	267	119	232	388	339	320	277	304	355	205	114	221	233	181	192	98	142	166	204	132	74	115	187	302	208	86	280	126	80	47	56	70	85	35	40	54	67	1887	786	797	758	767	772	437	409	797
LJGBIDFA_01643	NODE_9_length_149361_cov_52.902140	141337	145089	+	3753	1241	4138	2695	4266	5088	5994	1370	2052	2453	6802	2950	4668	11701	8074	4653	6229	5305	6159	57754	4234	4031	4891	3996	3672	2895	4328	4918	5015	6770	3696	5922	5260	7057	7015	3949	4706	5798	30608	13942	6016	6732	11939	8308	16074	7300	32470	7334	4076	6407	8161	10476	9327	38529	31059	12927
LJGBIDFA_01644	NODE_9_length_149361_cov_52.902140	145195	145668	+	474	11	82	113	119	104	113	53	42	46	322	44	165	237	313	338	331	288	307	431	56	150	176	218	111	186	220	183	309	157	123	267	156	256	226	193	246	162	91	94	76	100	91	53	88	56	120	301	76	135	187	226	187	50	91	58
LJGBIDFA_01645	NODE_9_length_149361_cov_52.902140	145772	146857	+	1086	138	363	376	448	529	494	150	277	283	1628	244	1148	912	1505	1420	1729	1409	1611	1917	327	998	1008	1103	1168	827	1210	1105	1469	730	650	964	996	1371	1279	845	1140	773	286	221	160	448	379	259	193	210	343	764	236	276	640	608	415	569	509	340
LJGBIDFA_01646	NODE_9_length_149361_cov_52.902140	147106	147336	+	231	503	1603	820	2291	2730	2282	456	1140	928	1963	1299	1836	3088	1545	872	1220	774	650	371	1028	760	1193	1525	986	2198	1925	1101	1267	1340	2610	2359	1418	910	1337	644	1720	1312	501	446	558	1028	849	378	312	606	296	995	1967	3689	5652	7219	7693	667	522	663
LJGBIDFA_01647	NODE_9_length_149361_cov_52.902140	147372	148118	-	747	159	368	398	420	404	541	152	276	411	1088	212	836	855	902	930	985	1063	933	646	307	516	619	643	676	513	746	658	760	469	300	565	575	694	742	540	688	420	216	170	175	273	189	133	134	146	201	1272	294	377	612	530	544	312	249	431
LJGBIDFA_01648	NODE_9_length_149361_cov_52.902140	148304	148894	+	591	881	2513	2664	2315	1588	3067	1231	1446	1859	8815	2201	7014	3344	7478	8883	9112	8968	9534	1135	1697	4527	5518	4262	6241	3134	5895	5866	7681	5108	2413	7002	6318	4181	7819	3985	4566	4068	1988	1230	899	950	975	619	979	1022	2247	4015	1534	2006	5559	4492	4190	963	754	1208
LJGBIDFA_01649	NODE_9_length_149361_cov_52.902140	148940	149089	-	150	55	150	145	188	100	159	89	99	79	547	150	296	159	664	537	666	775	778	125	131	357	429	437	436	341	696	665	662	318	358	335	421	612	508	560	389	277	215	110	63	106	47	30	71	50	240	337	120	159	230	147	168	139	100	110
LJGBIDFA_01650	NODE_10_length_141238_cov_50.922904	182	1360	-	1179	1125	4095	4320	4347	4076	4715	2280	2140	3265	11545	2427	9173	7833	14387	16308	13231	18283	21062	6047	2918	9231	8880	8596	10088	5436	9324	13530	17250	6814	3354	8219	7826	9277	10407	6111	10916	6710	9523	4554	2349	3947	4122	2892	4210	3432	12711	5189	2087	2832	6885	5784	5045	2092	1332	2545
LJGBIDFA_01651	NODE_10_length_141238_cov_50.922904	2575	3321	-	747	47	197	265	262	306	343	111	173	227	1027	134	692	670	1103	1589	1242	1387	1594	227	189	819	633	624	838	551	793	871	1222	463	218	590	565	939	707	691	1014	504	392	189	178	221	180	126	202	141	475	1303	264	506	680	562	627	318	245	544
LJGBIDFA_01652	NODE_10_length_141238_cov_50.922904	3329	4735	-	1407	91	263	268	238	170	250	185	168	216	833	161	433	326	1162	1859	1382	1835	2069	175	143	706	427	464	592	313	524	744	1469	187	131	270	211	797	415	580	1087	225	574	249	125	195	200	156	270	151	756	2875	622	1009	893	669	973	632	483	1248
LJGBIDFA_01653	NODE_10_length_141238_cov_50.922904	4776	6026	-	1251	195	609	638	445	289	431	185	400	649	1572	364	853	446	2009	2804	2492	2732	2756	338	295	1005	738	562	1002	526	791	1333	1995	392	415	473	483	1095	594	489	1332	374	909	480	257	377	433	283	402	422	1079	4518	868	1801	1731	1146	1562	987	755	1899
LJGBIDFA_01654	NODE_10_length_141238_cov_50.922904	6173	6622	+	450	113	579	387	274	159	531	252	164	404	1476	269	1051	560	895	1121	1616	1137	1024	253	321	594	668	409	732	472	696	683	1010	719	389	1333	761	720	1173	697	761	810	304	269	191	284	278	178	201	228	339	1067	262	574	681	418	505	301	330	536
LJGBIDFA_01655	NODE_10_length_141238_cov_50.922904	6668	7204	+	537	195	1337	913	1233	1161	1608	361	420	650	2795	1008	2506	2183	2208	1912	2984	2107	2235	776	1559	1138	1867	1579	1366	1322	1876	1597	2231	2213	1136	4101	1860	1649	3172	1268	1443	1999	965	845	762	1656	1233	603	547	598	902	1778	453	906	1811	1997	1474	454	458	759
LJGBIDFA_01656	NODE_10_length_141238_cov_50.922904	7253	7546	-	294	658	2152	1842	2928	2784	4066	978	773	1520	5988	2032	7301	5852	3093	2567	3520	2217	2366	2551	2561	2208	3433	3306	3560	2780	3074	2249	2686	4166	1665	5199	4157	2875	6273	2393	2312	2652	1258	1229	1242	2624	1772	951	873	1168	1439	2434	928	920	2717	3089	2465	439	488	669
LJGBIDFA_01657	NODE_10_length_141238_cov_50.922904	7661	7897	-	237	41	141	186	229	261	343	81	68	154	863	151	637	652	766	408	1008	424	338	722	188	351	378	287	433	595	505	435	551	438	190	527	423	297	517	183	368	335	202	112	98	143	179	88	81	48	126	334	96	193	429	552	396	59	55	104
LJGBIDFA_01658	NODE_10_length_141238_cov_50.922904	7996	8355	-	360	47	194	135	416	439	312	77	67	159	1222	182	768	1115	841	710	1168	596	655	960	279	524	825	693	646	888	1026	668	758	822	409	908	773	735	922	583	689	836	200	194	125	323	262	126	138	106	147	478	185	349	1668	1912	1470	181	81	141
LJGBIDFA_01659	NODE_10_length_141238_cov_50.922904	8527	9213	+	687	187	633	516	870	761	939	249	315	534	1831	539	1700	1641	1194	1169	1137	1092	990	1528	477	988	1292	1259	1303	648	991	949	1114	1112	652	1273	1314	1219	1659	991	1286	1069	403	338	337	462	472	256	384	343	672	1140	378	427	858	964	753	230	199	403
LJGBIDFA_01660	NODE_10_length_141238_cov_50.922904	9197	9637	+	441	398	715	714	959	935	1211	505	633	789	1654	780	1588	1776	1195	1303	1206	1085	1052	8889	856	1241	1328	1675	1418	1078	1126	1187	1167	1341	780	1236	1388	1477	1751	1214	1516	1048	1060	882	647	966	890	540	671	822	1554	1528	1371	1321	3398	3081	2680	1371	846	547
LJGBIDFA_01661	NODE_10_length_141238_cov_50.922904	9783	10832	+	1050	1966	4856	4631	5565	5375	5614	3049	3705	4683	10345	4855	6724	9304	10861	9256	9161	9820	11715	33061	6244	10494	10364	11293	9974	8861	10287	9497	8925	6677	5402	5587	9435	8350	9127	8244	11239	6619	6532	4412	3645	4986	4844	2923	3513	3512	7040	5505	3319	3959	5940	5868	6075	2616	2405	2461
LJGBIDFA_01662	NODE_10_length_141238_cov_50.922904	10886	11368	+	483	108	240	256	309	313	348	171	209	193	1253	249	784	612	917	853	971	752	885	2500	273	481	585	627	541	368	479	528	733	435	323	628	460	692	636	562	583	412	431	324	231	404	405	236	257	239	484	369	130	185	487	383	303	500	246	205
LJGBIDFA_01663	NODE_10_length_141238_cov_50.922904	11796	12680	+	885	228	696	700	1346	1636	2007	315	431	687	3026	413	2471	3010	2141	1684	1953	1534	1694	6502	615	1079	1780	2410	1794	1104	1639	1326	1538	1710	1012	1905	1906	2277	2444	1262	1662	1383	461	300	334	1086	773	413	189	345	460	1898	862	746	2289	2240	1957	817	853	679
LJGBIDFA_01664	NODE_10_length_141238_cov_50.922904	12735	13523	-	789	1098	3092	2595	3248	3423	3592	1639	1956	1978	4761	3851	3331	6728	7983	6055	6024	6795	7846	6431	2891	4508	4602	4972	4359	3570	5186	4736	5508	3017	2847	3058	3655	4420	4439	3863	5344	3026	2519	1805	1601	1940	1951	1233	1596	1545	2609	3728	1542	2099	3877	4256	3937	3678	2615	2065
